4295854696 8861 0 32000000
4295854710 19934 0 72000000
4295854724 15531 0 76000000
4295854738 10240 0 96000000
4295854752 20858 0 72000000
4295854766 12033 0 108000000
4295854780 14505 0 56000000
4295854794 0 0 0
4295854808 0 0 0
4295854822 0 0 0
4295854836 0 0 0
4295854850 0 0 0
4295854864 0 0 0
4295854878 0 0 0
4295854892 0 0 0
4295854906 0 0 0
4295854920 0 0 0
4295854934 0 0 0
4295854948 0 0 0
4295854962 0 0 0
4295854976 0 0 0
4295854990 0 0 0
4295855004 623 0 4000000
4295855018 6981 0 40000000
4295855032 15365 0 68000000
4295855046 18337 0 64000000
4295855060 24567 0 76000000
4295855074 15791 0 52000000
4295855088 0 0 0
4295855102 0 0 0
4295855116 0 0 0
4295855130 0 0 0
4295855144 0 0 0
4295855158 0 0 0
4295855172 0 0 0
4295855186 0 0 0
4295855200 0 0 0
4295855214 0 0 0
4295855228 0 0 0
4295855242 0 0 0
4295855256 0 0 0
4295855271 5595 0 24000000
4295855285 452 0 0
4295855299 6047 0 28000000
4295855313 8549 0 32000000
4295855327 18280 0 80000000
4295855341 11537 0 76000000
4295855355 10563 0 80000000
4295855369 3616 0 80000000
4295855383 1436 0 72000000
4295855397 442 0 52000000
4295855411 0 0 0
4295855425 0 0 0
4295855439 0 0 0
4295855453 0 0 0
4295855467 0 0 0
4295855481 0 0 0
4295855495 0 0 0
4295855509 0 0 0
4295855523 30 0 4000000
4295855537 83 0 40000000
4295855551 164 0 64000000
4295855565 356 0 64000000
4295855579 1690 0 72000000
4295855593 1542 0 60000000
4295855607 399 0 44000000
4295855621 967 0 60000000
4295855635 849 0 64000000
4295855649 195 0 52000000
4295855663 104 0 36000000
4295855677 285 0 44000000
4295855691 484 0 48000000
4295855705 3210 0 104000000
4295855719 1718 0 72000000
4295855733 897 0 72000000
4295855747 1593 0 88000000
4295855761 825 0 104000000
4295855775 328 0 96000000
4295855789 1818 0 112000000
4295855803 1577 0 112000000
4295855817 1495 0 96000000
4295855831 1819 0 88000000
4295855845 1374 0 72000000
4295855859 2072 0 100000000
4295855873 855 0 72000000
4295855887 1806 0 76000000
4295855901 2926 0 72000000
4295855915 1812 0 56000000
4295855929 2526 0 72000000
4295855943 1597 0 64000000
4295855957 2001 0 96000000
4295855971 2783 0 84000000
4295855987 549 0 72000000
4295855999 1084 0 80000000
4295856013 1073 0 76000000
4295856027 1724 0 88000000
4295856041 1989 0 68000000
4295856055 527 0 60000000
4295856069 1447 0 100000000
4295856083 965 0 88000000
4295856097 785 0 72000000
4295856111 1554 0 96000000
4295856125 1102 0 100000000
4295856139 626 0 40000000
4295856153 0 0 0
4295856167 0 0 0
4295856182 0 0 0
4295856196 0 0 0
4295856210 140 0 8000000
4295856224 3757 0 76000000
4295856238 1714 0 76000000
4295856252 797 0 40000000
4295856266 794 0 48000000
4295856280 671 0 48000000
4295856294 1260 0 56000000
4295856308 2373 0 60000000
4295856322 2393 0 52000000
4295856336 3255 0 76000000
4295856350 3048 0 88000000
4295856364 1744 0 60000000
4295856378 526 0 56000000
4295856392 2091 0 80000000
4295856406 4745 0 72000000
4295856420 2059 0 56000000
4295856434 1245 0 60000000
4295856448 1225 0 48000000
4295856462 2584 0 80000000
4295856476 603 0 56000000
4295856491 764 0 92000000
4295856504 1388 0 52000000
4295856519 893 0 64000000
4295856533 1435 0 64000000
4295856547 2814 0 88000000
4295856561 1452 0 48000000
4295856575 1752 0 48000000
4295856589 2444 0 72000000
4295856603 2897 0 60000000
4295856618 2497 0 56000000
4295856633 929 0 44000000
4295856647 2153 0 48000000
4295856660 2982 0 48000000
4295856674 866 0 12000000
4295856688 1105 0 28000000
4295856702 2222 0 32000000
4295856716 237 0 4000000
4295856730 2523 0 52000000
4295856744 789 0 16000000
4295856758 0 0 0
4295856772 0 0 0
4295856786 0 0 0
4295856800 2920 0 44000000
4295856814 2584 0 52000000
4295856829 3529 0 44000000
4295856843 1692 0 32000000
4295856857 3533 0 68000000
4295856871 2973 0 48000000
4295856886 2135 0 36000000
4295856901 0 0 0
4295856916 2307 0 48000000
4295856931 4124 0 68000000
4295856945 1393 0 48000000
4295856959 1776 0 40000000
4295856979 1210 0 44000000
4295856990 1016 0 24000000
4295857004 1284 0 44000000
4295857018 590 0 36000000
4295857032 335 0 4000000
4295857046 0 0 0
4295857060 0 0 0
4295857074 320 0 12000000
4295857088 1218 0 76000000
4295857103 1640 0 68000000
4295857119 758 0 60000000
4295857132 712 0 44000000
4295857146 1094 0 68000000
4295857160 2103 0 68000000
4295857174 1425 0 56000000
4295857188 1436 0 68000000
4295857203 2715 0 60000000
4295857217 2484 0 60000000
4295857231 3868 0 68000000
4295857246 1554 0 44000000
4295857261 3791 0 72000000
4295857276 1119 0 20000000
4295857290 1196 0 32000000
4295857304 0 0 0
4295857318 0 0 0
4295857332 0 0 0
4295857346 0 0 0
4295857360 0 0 0
4295857374 0 0 0
4295857388 0 0 0
4295857402 0 0 0
4295857416 1290 0 44000000
4295857430 1025 0 28000000
4295857444 0 0 0
4295857458 0 0 0
